Time (UTC) (Dd-MMM-yyyy HH:mm:ss),Year,Latitude (Degrees East),Longitude (Degrees North),Temperature (Degrees Celsius),Salinity (practical salinity unit),Chlorophyll (Micrograms per Liter),Turbidity(Nephelometric Turbidity Units),Oxygen (millilitres O2 per liter),Significant wave height (meters),Wave from direction (Degrees clockwise from due north),Wave period (seconds),North surface currents (meters/second),East surface currents (meters/second)
4/1/2016,2016,38.963682,-76.446825,NaN,10.5,11.4,3.4,10.4,0.3,1.68E+02,2.3,38.92,-27.01
4/1/2016,2016,38.963682,-76.446807,12.4,9,12.7,3.3,10.4,0.3,1.68E+02,2.4,-42.42,-78.29
4/1/2016,2016,38.963678,-76.446788,12.1,10.6,13.8,3.3,10.3,0.3,1.85E+02,2.3,25.46,-77.91
4/1/2016,2016,38.963682,-76.446792,12.5,10.3,13.6,3.1,10.2,0.2,1.81E+02,2.2,-2.71,-50.75
4/2/2016,2016,38.963687,-76.44679,12.2,10.4,12.9,3.4,10.1,0.2,1.80E+02,2.1,-88.32,-55.5
4/2/2016,2016,38.963683,-76.446798,12.2,10.3,12,3.3,10,0.2,1.73E+02,2.3,-90.62,-6.58
4/2/2016,2016,38.963683,-76.4468,12.4,10.2,10.4,3.1,9.7,0.2,1.67E+02,2.4,-21.24,36.43
4/2/2016,2016,38.963672,-76.446805,12.4,10.2,10.6,3.1,NaN,NaN,NaN,NaN,2,67.82
4/2/2016,2016,38.963673,-76.446805,12.1,10.6,12.9,3.1,9.8,0.2,1.63E+02,2.5,-0.26,111.46
4/2/2016,2016,38.963678,-76.446805,11.9,10.9,11.7,3,9.9,0.1,1.65E+02,2.4,12.84,102.22
4/2/2016,2016,38.963677,-76.446808,12,10.6,11.1,2.8,9.7,0.1,1.64E+02,2.4,29.99,91.6
4/2/2016,2016,38.96367,-76.446803,12.1,10.4,11.9,2.6,9.3,0.1,1.49E+02,2.3,26.21,72.81
4/2/2016,2016,38.963668,-76.446805,12.4,10.1,10.3,2.4,9.2,0.1,1.57E+02,2.6,34.21,42.1
4/2/2016,2016,38.963652,-76.4468,12.5,10.4,10.6,2.5,9.3,NaN,NaN,NaN,15.12,5.29
4/2/2016,2016,38.963633,-76.446823,11.4,11.2,14.1,2.8,9.4,0.2,2.96E+01,1.7,-11.07,-23.29
4/2/2016,2016,38.96362,-76.446828,11.4,11.1,11.5,3.4,9.3,0.1,6.19E+01,1.7,-25.73,-64.19
4/2/2016,2016,38.963627,-76.446822,11.4,11.1,13.9,3.2,9.4,0.1,7.82E+01,1.9,-31.6,-38.29
4/2/2016,2016,38.963627,-76.44682,11,11.2,11.4,3.6,9.2,0.2,4.25E+01,1.8,-82.53,22.72
4/2/2016,2016,38.963643,-76.44683,10.9,10.8,8.8,4.3,9,0.1,6.07E+01,2,-87.76,63.44
4/2/2016,2016,38.96365,-76.446817,11,10.7,9.7,4.5,9.1,0.1,93,2.2,-19.9,116.68
4/2/2016,2016,38.963657,-76.44683,11.1,10.6,8.6,4.2,9.2,0.1,9.49E+01,2.2,-20.96,132.35
4/2/2016,2016,38.963655,-76.446812,12.3,10.5,9,2.4,9.7,0.1,8.64E+01,2.1,-0.5,114.28
4/2/2016,2016,38.963667,-76.446825,11.5,9.8,7.8,6,9,0.1,3.11E+01,2.1,19.97,96.21
4/2/2016,2016,38.96368,-76.446827,11.3,10,10.4,5.4,9.3,0.2,1.77E+02,1.7,4.29,70.94
4/2/2016,2016,38.963698,-76.446815,11.3,10.2,10.4,4.8,9.3,0.4,1.73E+02,2.4,-16.62,49.58
4/2/2016,2016,38.963697,-76.446827,11.3,10.2,10.1,5,9.3,0.4,1.76E+02,2.5,12.07,19.84
4/2/2016,2016,38.963685,-76.446815,11.4,10.2,10.3,5.1,9.3,0.4,1.68E+02,2.7,15.14,20.31
4/2/2016,2016,38.963695,-76.446822,11.4,10.2,10.2,5.2,9.3,0.5,1.71E+02,2.8,-1.94,-6.51
4/3/2016,2016,38.963698,-76.446817,11.4,10.2,10,6.9,9.3,0.5,1.71E+02,2.8,-4.63,29.95
4/3/2016,2016,38.963702,-76.446813,11.6,10.3,10.6,7.1,9.4,0.6,1.70E+02,2.9,2.46,43.96
4/3/2016,2016,38.963697,-76.446822,11.4,10.4,9.5,6.9,9.3,0.5,1.73E+02,2.7,-37.81,87.08
4/3/2016,2016,38.96365,-76.446762,11.2,10.5,8.2,6.5,9.2,0.4,1.84E+02,2.7,-32.6,77.7
4/3/2016,2016,38.963625,-76.446747,11.1,10.5,7.5,12.2,9.1,0.6,3.10E+02,2.7,-26.46,-0.61
4/3/2016,2016,38.963628,-76.446737,11.1,10.6,7.8,11.3,9.2,0.5,3.07E+02,2.5,-47.27,11.97
4/3/2016,2016,38.963635,-76.446738,11.4,10.9,8.5,13.5,9.2,0.5,311,2.7,-49.55,78.74
4/3/2016,2016,38.963637,-76.446728,11.2,10.8,8.4,11.1,9.2,0.6,3.12E+02,2.7,-16.08,25.96
4/3/2016,2016,38.96363,-76.44673,11.1,10.8,7.9,11.9,9.2,0.5,3.09E+02,2.6,4.27,20.21
4/3/2016,2016,38.963622,-76.446745,11,10.8,8.3,10.1,NaN,0.3,3.12E+02,2.1,-60.9,-19.08
4/3/2016,2016,38.9636,-76.44675,10.8,10.9,8.3,10.1,9.1,0.5,3.14E+02,2.5,-43.62,-61.33
4/3/2016,2016,38.963607,-76.446745,10.7,11.1,8.2,9.1,9,0.5,3.30E+02,2.3,10.86,-26.75
4/3/2016,2016,38.963605,-76.44674,10.5,11.2,7.6,9.4,8.9,0.4,327,2.2,58.44,-1.37
4/3/2016,2016,38.963597,-76.446758,10.4,11.3,7,9.6,8.9,0.5,3.27E+02,2.5,73.35,-21.15
4/3/2016,2016,38.963603,-76.44674,10.4,11.3,7,13,8.9,0.6,3.28E+02,2.5,114.59,-58.06
4/3/2016,2016,38.963597,-76.446748,10.4,11.2,6.7,14.4,9.1,0.5,3.30E+02,2.6,70.75,-41.91
4/3/2016,2016,38.963603,-76.44675,10.6,10.9,6.4,10.6,9.4,0.3,3.39E+02,2.3,80.98,11.91
4/3/2016,2016,38.963625,-76.446737,10.2,11.5,6.3,14.3,9,0.4,3.29E+02,2.3,98.42,13.47
4/3/2016,2016,38.963627,-76.446743,10.3,11.5,6.1,14.2,8.9,0.3,3.08E+02,2,34.12,76.56
4/3/2016,2016,38.963612,-76.446737,10.3,11.6,6.4,13,9,0.3,3.13E+02,2.2,13.28,63.59
4/3/2016,2016,38.96362,-76.446732,10.2,11.6,6.6,10.7,9,0.2,3.15E+02,1.9,-9.95,44.17
4/3/2016,2016,38.963622,-76.446747,10.2,NaN,6.7,10.6,9,0.2,3.14E+02,1.9,-42.24,34.77
4/3/2016,2016,38.963627,-76.446735,10.1,11.5,5.9,12.5,8.9,0.2,3.03E+02,1.9,-39.09,30.71
4/3/2016,2016,38.96362,-76.446742,10.8,11.1,10.1,6,9.6,0.1,3.24E+02,1.7,-19.75,-14.26
4/4/2016,2016,38.963627,-76.446748,10.9,10.9,9.9,4.8,9.6,0.1,1.27E+02,2,-6.16,-5.25
4/4/2016,2016,38.96363,-76.446757,10.7,10.7,9.2,5.4,9.6,0,1.27E+02,1.9,-56.26,43.68
4/4/2016,2016,38.963633,-76.446758,10.6,10.9,8.7,5.3,9.5,NaN,NaN,NaN,-36.04,58.35
4/4/2016,2016,38.963682,-76.446792,10.6,10.7,8.2,3.3,9.6,0.2,1.61E+02,1.7,-47.55,111.85
4/4/2016,2016,38.963703,-76.446798,10.5,10.8,8.1,4.8,9.4,0.5,1.81E+02,2.4,-40.79,142.96
4/4/2016,2016,38.9637,-76.446803,10.5,10.7,8.7,6.3,9.3,0.5,1.65E+02,2.6,-104.97,116.72
4/4/2016,2016,38.963693,-76.446797,10.5,10.7,8,10.3,9.1,0.4,1.62E+02,2.4,-109.25,28.31
4/4/2016,2016,38.963693,-76.446793,10.5,10.8,7.9,9.5,9.2,0.3,1.60E+02,2.2,-120,-13.72
4/4/2016,2016,38.963693,-76.446788,10.4,NaN,7.8,8,9.2,0.3,1.73E+02,2.1,-100.93,-1.64
4/4/2016,2016,38.963698,-76.44679,10.4,10.7,8.1,8.2,9.2,0.3,1.72E+02,2.3,-65.69,-58.74
4/4/2016,2016,38.963695,-76.446783,10.4,10.6,8.1,8.6,9.2,0.4,1.69E+02,2.6,-60.75,-50.87
4/4/2016,2016,38.96369,-76.446782,10.4,10.6,7.9,9.1,9.2,0.4,1.82E+02,2.6,-68.5,-65.19
4/4/2016,2016,38.963698,-76.446783,10.3,10.7,7.9,7,9.2,0.4,183,2.6,-54.98,-55.72
4/4/2016,2016,38.963685,-76.44677,10.3,10.8,7.8,7,9.2,0.4,1.83E+02,2.7,-48.72,-39.84
4/4/2016,2016,38.96369,-76.446775,10.4,10.7,8,6.8,9.3,0.4,1.84E+02,2.6,-34.74,13.34
4/4/2016,2016,38.963692,-76.446775,10.6,10.7,6.6,12.6,9.1,0.4,1.86E+02,2.4,-73.41,36.77
4/4/2016,2016,38.963688,-76.446778,10.7,10.7,6.9,10,9.2,NaN,NaN,NaN,-60.83,52.98
4/4/2016,2016,38.963692,-76.446775,10.8,10.8,7.1,7.5,9.3,NaN,NaN,NaN,-28.81,69.52
4/4/2016,2016,38.963695,-76.44677,11,10.8,6.9,6.7,9.4,0.4,1.88E+02,2.4,-2.95,78.64
4/4/2016,2016,38.963682,-76.446772,11,10.9,8.6,5.9,9.5,0.3,1.77E+02,2.4,-28.81,39.26
4/4/2016,2016,38.963668,-76.44678,11,10.5,10,5.4,9.7,0.2,1.67E+02,2.4,-33.16,8.06
4/4/2016,2016,38.963623,-76.446763,10.9,11.1,8.5,5.6,9.3,0.4,3.19E+02,2,-7.98,-68.76
4/4/2016,2016,38.963618,-76.446767,10.9,11,7.2,8.6,9.1,0.3,3.17E+02,1.8,-0.35,-121.26
4/4/2016,2016,38.963622,-76.446765,11.1,10.9,6.6,6.9,9.2,NaN,NaN,NaN,-33.69,-82.45
4/5/2016,2016,38.963632,-76.446767,11.2,11,6.7,6.2,9.3,0.1,9.34E+01,2.2,-69.17,-114.77
4/5/2016,2016,38.96363,-76.446772,11.1,10.8,10.7,4.2,9.4,0.1,9.97E+01,2.2,-56.85,-66.79
4/5/2016,2016,38.963597,-76.44683,11,11,7.6,4.8,9.3,0.4,3.73E+01,2.1,-69.11,-33.5
4/5/2016,2016,38.96358,-76.446818,10.7,11.4,7.4,5.5,9,0.6,5.07E+01,2.5,-10.58,-65
4/5/2016,2016,38.963585,-76.44681,10.7,11.4,8.2,5.1,9.1,0.5,4.41E+01,2.5,55.56,-46.42
4/5/2016,2016,38.963582,-76.446825,10.7,11.2,7.7,6.8,9.2,0.5,6.62E+01,2.7,60.13,-14.14
4/5/2016,2016,38.963587,-76.446818,10.6,11.2,7.8,5.8,9.2,0.5,3.62E+01,2.5,35.44,13.42
4/5/2016,2016,38.963582,-76.44681,10.5,11.3,7.4,9.7,9.1,0.5,4.11E+01,2.5,31.82,-20.52
4/5/2016,2016,38.963585,-76.4468,10.4,NaN,7.2,10.9,9.1,0.4,52,2.5,88.24,-15.75
4/5/2016,2016,38.963585,-76.446805,10.3,11,6.8,7.1,9.2,0.4,3.84E+01,2.6,88.21,-46.68
4/5/2016,2016,38.963582,-76.446807,10.3,10.9,6.4,7.5,9.1,0.4,3.31E+01,2.3,69.13,-46.73
4/5/2016,2016,38.963575,-76.446815,10.2,11,5.2,10.8,9.1,0.4,2.29E+01,2.2,2.63,-66.16
4/5/2016,2016,38.963573,-76.446808,9.9,11.2,4.5,11.5,9.1,NaN,NaN,NaN,23.52,-98.7
4/5/2016,2016,38.963573,-76.446797,9.9,11.3,4.8,11.9,9.2,NaN,NaN,NaN,-24.48,-33.4
4/5/2016,2016,38.963582,-76.446808,9.8,11.2,4.6,14.9,9.2,NaN,NaN,NaN,-17.15,-21.49
4/5/2016,2016,38.963575,-76.4468,9.9,11.2,4.6,15,9.3,0.4,3.06E+01,2.3,-15.36,8.54
4/5/2016,2016,38.963575,-76.446813,9.9,NaN,4,12.2,9.3,0.4,4.31E+01,2.3,-50.98,7.37
4/5/2016,2016,38.96358,-76.446818,9.7,11.2,3.5,11.7,9.3,0.4,4.64E+01,2.2,-45.62,47.7
4/5/2016,2016,38.963582,-76.446823,9.6,11.3,3.4,10.8,9.4,0.3,2.93E+01,2.1,-39.01,42.39
4/5/2016,2016,38.963575,-76.446817,10,11,5.3,9,9.4,0.3,2.87E+01,2.2,-40.36,75.36
4/5/2016,2016,38.963588,-76.446827,10.2,10.3,5.5,13.5,9.3,0.3,3.88E+01,2,-26.01,89.81
4/5/2016,2016,38.963597,-76.446807,10.3,10.4,6,11.2,9.4,NaN,NaN,NaN,-8.5,101.57
4/5/2016,2016,38.96359,-76.446823,10.3,9.5,4,12.9,9.3,0.2,4.22E+01,1.9,-11.7,49.57
4/5/2016,2016,38.963588,-76.446818,10.2,9.4,3.9,11.9,9.4,0.2,3.12E+01,1.9,-6.79,26.55
4/6/2016,2016,38.963593,-76.446817,10.1,9.5,4,10.4,9.4,0.1,6.99E+01,2.1,-9.95,-0.58
4/6/2016,2016,38.963597,-76.44682,9.9,9.6,4,9.5,9.4,0.1,7.64E+01,2.4,-17.26,-22.78
4/6/2016,2016,38.963595,-76.446818,9.9,9.6,4,8.7,9.4,0.1,7.83E+01,2.2,-19.73,-26.01
4/6/2016,2016,38.963602,-76.446823,9.9,9.7,4,8,9.3,0.1,7.86E+01,2.1,-30.75,-18.61
4/6/2016,2016,38.963597,-76.446822,9.8,9.8,4,7,9.4,0.1,1.01E+02,2.1,-53.95,-3.98
4/6/2016,2016,38.963613,-76.446823,9.8,9.9,4.2,6.2,9.4,0.1,9.05E+01,2,-61.97,35.18
4/6/2016,2016,38.96362,-76.446825,9.8,10,4.3,5.5,9.3,0.1,1.12E+02,1.6,-14.19,37.2
4/6/2016,2016,38.963622,-76.446825,9.8,10.1,5.2,5.1,NaN,0.1,1.06E+02,1.7,-28.24,39.66
4/6/2016,2016,38.963627,-76.446832,9.7,10.2,5.1,4.9,9.3,0.1,1.57E+02,1.7,-38.37,39.92
4/6/2016,2016,38.963645,-76.446833,9.4,10.1,4.8,4.9,9.5,0.3,160,1.8,-48.09,0.24
4/6/2016,2016,38.96363,-76.446827,9.5,10.2,5.5,4.5,9.4,0.2,1.62E+02,1.9,-36.17,-16.32
4/6/2016,2016,38.96363,-76.446837,9.5,10.3,5.6,4.5,9.4,0.3,1.50E+02,1.9,-17.44,-51.06
4/6/2016,2016,38.963613,-76.446833,9.6,10.3,5.9,4.7,9.3,NaN,NaN,NaN,-39.49,-74.39
4/6/2016,2016,38.963615,-76.446827,9.7,10.3,5.3,4.5,9.4,0.1,1.61E+02,2.1,-54.61,-97.11
4/6/2016,2016,38.963625,-76.446823,9.7,10.3,4.5,4.3,9.6,0.1,1.71E+02,2,-76.44,-98.81
4/6/2016,2016,38.963645,-76.446823,9.9,10.4,4.6,4.4,9.5,0.2,1.69E+02,2.1,-68.8,-79.44
4/6/2016,2016,38.963667,-76.446838,10,10.5,5.9,4.3,9.7,0.4,1.83E+02,2.4,-95.52,-10.81
4/6/2016,2016,38.963697,-76.446842,9.9,10.8,5.4,10.1,9.4,0.6,172,2.6,-83.67,82.39
4/6/2016,2016,38.963718,-76.446838,10,10.7,6.5,8.4,9.7,0.6,1.72E+02,2.7,-34.13,102.47
4/6/2016,2016,38.963718,-76.446852,10.1,10.7,5.5,12.9,9.6,0.7,1.71E+02,2.9,-32.57,103.11
4/6/2016,2016,38.963715,-76.44686,10.1,10.8,5.4,15.1,9.5,0.7,1.57E+02,2.9,-77.41,73.05
4/6/2016,2016,38.963713,-76.446857,10.2,10.8,5.9,16.8,9.5,0.6,1.57E+02,2.9,-58.1,-19.72
4/6/2016,2016,38.963715,-76.446847,10.3,10.9,5.6,14.4,9.5,0.7,1.58E+02,3,-47.36,-32.89
4/6/2016,2016,38.963722,-76.44685,10.3,NaN,4.6,18,9.3,0.8,1.63E+02,3.3,-55.24,-35.64
4/7/2016,2016,38.963722,-76.446848,10.3,10.9,4.2,21.6,9.2,NaN,NaN,NaN,-45.3,-39.28
4/7/2016,2016,38.96373,-76.44684,10.3,10.9,4.8,20.7,9.3,0.8,1.68E+02,3.3,-50.7,-20.94
4/7/2016,2016,38.963715,-76.446837,10.2,10.9,5.6,18.2,9.4,0.7,1.67E+02,3.3,-28.29,-35.6
4/7/2016,2016,38.963725,-76.446842,10.1,NaN,9,18.9,9.8,0.7,1.76E+02,3.2,-45.91,-24.68
4/7/2016,2016,38.963717,-76.446843,NaN,10.7,7.8,17.1,9.7,0.7,1.75E+02,3.1,-83.89,0.21
4/7/2016,2016,38.963725,-76.446847,10.1,10.8,5.7,NaN,9.5,0.7,1.76E+02,2.9,-43.13,52.05
4/7/2016,2016,38.963732,-76.446845,10.1,10.8,6.1,NaN,9.5,0.6,1.67E+02,3,-48.85,31.4
4/7/2016,2016,38.963723,-76.446843,10.1,11,6.7,NaN,9.5,0.6,169,2.9,-40.01,80.97
4/7/2016,2016,38.963722,-76.446847,10.1,11,5.1,15.5,9.3,0.6,1.64E+02,2.7,-38.2,119.61
4/7/2016,2016,38.963723,-76.446853,NaN,11.2,6.3,11.8,9.4,0.6,1.58E+02,2.7,-56.69,64.18
4/7/2016,2016,38.963725,-76.446852,10.1,11.2,6.4,13.1,9.4,NaN,NaN,NaN,-31.41,21.33
4/7/2016,2016,38.963717,-76.446853,NaN,11.3,6.5,12.2,NaN,0.6,1.58E+02,3,-46.73,-47.32
4/7/2016,2016,38.963723,-76.446853,10.1,11.2,6.1,15.2,9.4,0.7,1.59E+02,3.1,-60.56,-73.45
4/7/2016,2016,38.963715,-76.446843,NaN,11.2,5,20.2,9.3,NaN,NaN,NaN,-59.95,-101.22
4/7/2016,2016,38.963715,-76.446843,10.2,11.1,5,15.9,9.3,0.6,1.67E+02,3.1,-21.91,-95.49
4/7/2016,2016,38.96372,-76.44685,10.3,10.7,6.2,NaN,9.5,0.7,1.70E+02,3.1,28.31,-7.25
4/7/2016,2016,38.963693,-76.446802,10.4,10.5,4.6,9.1,9.4,0.4,1.85E+02,3,36.64,-7.64
4/7/2016,2016,38.963693,-76.446793,10.4,10.5,5.4,10.4,9.5,0.3,177,2.7,13.65,-7.4
4/7/2016,2016,38.96369,-76.446812,10.6,10.6,5.2,9.7,9.5,0.2,1.69E+02,2.8,-58.26,4.43
4/7/2016,2016,38.963693,-76.446805,10.7,10.8,6,8.2,9.5,0.2,210,2.1,-62.17,72.58
4/7/2016,2016,38.963703,-76.446805,10.9,10.8,5.2,7,9.6,0.1,1.81E+02,2.3,-1.08,109.96
4/7/2016,2016,38.963713,-76.446828,11,10.8,7.1,6.5,9.7,0.2,1.65E+02,2,5.26,85.92
4/7/2016,2016,38.96365,-76.446755,10.8,11,8.1,6.3,9.7,0.4,2.87E+02,2.5,-0.7,93.88
4/7/2016,2016,38.963658,-76.446772,10.8,11,7.9,5.8,9.7,0.1,1.84E+02,2.1,57.09,12.9
4/8/2016,2016,38.963662,-76.446762,10.7,10.9,5.5,5.7,9.5,NaN,NaN,NaN,11.05,-11.13
4/8/2016,2016,38.963672,-76.446765,10.7,10.7,5.2,5.4,9.4,NaN,NaN,NaN,-15.63,-40.81
4/8/2016,2016,38.963655,-76.446765,10.6,10.7,5.4,5,9.3,0.1,1.64E+02,2.2,-40.14,-90.1
4/8/2016,2016,38.963658,-76.446758,10.4,10.7,6.1,4.7,NaN,0.1,1.64E+02,2,-47.59,-120.51
4/8/2016,2016,38.96367,-76.44677,10.4,10.9,6.2,4.8,9.3,0.1,2.17E+02,1.7,-72.76,-81.74
4/8/2016,2016,38.963655,-76.446763,10.3,11,6.2,4.8,9.3,0.2,3.17E+02,1.7,-64.94,-12.69
4/8/2016,2016,38.963653,-76.446765,10.2,11.3,7.3,4.6,9.2,0.1,1.82E+02,1.8,-54.05,77.14
4/8/2016,2016,38.963653,-76.446763,10.2,11.3,7.1,4.2,9.2,0.1,3.11E+02,1.7,-15.02,124.62
4/8/2016,2016,38.96366,-76.446762,10.1,11.3,7.3,3.9,9.3,0.1,1.53E+02,2.4,-0.38,129.38
4/8/2016,2016,38.963668,-76.446765,10,11.5,7.6,3.8,9.3,0.1,3.36E+02,1.7,23.86,141.46
4/8/2016,2016,38.963667,-76.446765,9.9,11.4,7.5,4,NaN,0.1,3.21E+02,1.6,-16.3,104.37
4/8/2016,2016,38.963652,-76.446762,9.9,12,7.8,5.4,9,NaN,NaN,NaN,-68.3,60.87
4/8/2016,2016,38.963657,-76.446745,9.8,11.7,7.2,4.4,9.2,0.2,256,1.7,-17.76,-19.91
4/8/2016,2016,38.963648,-76.446763,9.9,11.8,5.2,4.6,9.2,0.3,3.06E+02,1.8,-12.97,-62.81
4/8/2016,2016,38.963648,-76.446752,10,11.4,4.7,4,9.2,0.3,296,1.9,12.4,-89.83
4/8/2016,2016,38.963638,-76.44675,10,11.5,5,4.7,9.3,0.4,3.02E+02,2,-6.96,-62.66
4/8/2016,2016,38.96366,-76.446747,10.1,11.4,4.9,5.1,9.3,0.3,3.08E+02,1.9,-2.75,-52.62
4/8/2016,2016,38.963652,-76.446748,10.1,11.6,5,5.7,9.3,0.3,2.93E+02,2.1,-54.96,-26.32
4/8/2016,2016,38.96365,-76.446752,10.2,11.7,5.5,5.8,9.4,0.3,3.06E+02,2,3.5,4.88
4/8/2016,2016,38.963652,-76.446755,10.3,11.7,5.2,5.2,9.5,0.3,3.13E+02,1.9,23.55,70.58
4/8/2016,2016,38.963652,-76.44676,10.3,11.8,7.1,5.3,9.6,0.2,3.02E+02,2.2,1.7,121.49
4/8/2016,2016,38.963663,-76.446752,10.3,11.9,8.3,5.8,9.7,0.3,315,1.9,24.79,134.56
4/8/2016,2016,38.963658,-76.44676,10.2,12.2,8,8.2,9.4,0.2,3.15E+02,1.8,8.42,98.3
4/8/2016,2016,38.963652,-76.446757,10.3,12.1,7.8,6.3,9.4,0.2,3.17E+02,1.8,-16.92,62.67
4/9/2016,2016,38.963648,-76.446772,10.2,12.1,8.2,6.1,9.3,0.2,3.31E+02,1.7,-15.34,25.79
4/9/2016,2016,38.963645,-76.446773,10.1,12.2,8.1,6.1,9.2,0.1,3.45E+02,1.7,-13.4,-45.57
4/9/2016,2016,38.963645,-76.446777,10.2,11.3,9.1,3.4,9.7,0.1,9.97E+01,2.1,-2.48,-42.79
4/9/2016,2016,38.963647,-76.446778,10.1,11.6,7.9,3.5,9.6,0.1,9.77E+01,2,-10.25,-42.9
4/9/2016,2016,38.963648,-76.446783,10,11.9,6.5,4.3,9.3,0,9.12E+01,1.9,-10.3,-60.77
4/9/2016,2016,38.963657,-76.446783,10,11.6,7.9,3.2,9.6,0.1,85,2.1,-14.78,-52.41
4/9/2016,2016,38.96366,-76.44678,10.1,11.8,8.3,3.1,9.5,NaN,NaN,NaN,-36.67,-16.76
4/9/2016,2016,38.963655,-76.446773,10,11.9,7.9,3.3,9.4,0,97,2,-35.02,45.62
4/9/2016,2016,38.963693,-76.446802,9.8,11.7,6.4,3.1,9.3,0.1,1.59E+02,1.7,-25.07,136.64
4/9/2016,2016,38.963698,-76.446798,9.9,11.8,6.7,3.5,9.3,0.2,1.72E+02,1.9,-23.19,130.35
4/9/2016,2016,38.9637,-76.446802,9.7,11.6,6.3,3,9.3,0.2,1.79E+02,2,-52.29,118.97
4/9/2016,2016,38.963683,-76.446808,9.9,11.9,6.5,3.9,9.1,0.1,1.60E+02,2,-58.91,75.14
4/9/2016,2016,38.963682,-76.446805,9.8,11.8,6.5,4.3,9.2,0.1,1.17E+02,2.1,-72.7,5.25
4/9/2016,2016,38.963663,-76.446803,9.8,11.8,7.6,3.1,9.2,0.1,1.51E+02,2.6,-32.81,-57.39
4/9/2016,2016,38.963635,-76.44678,9.8,11.7,6.4,3.2,9.3,0.2,3.03E+02,1.8,-47.38,-102.74
4/9/2016,2016,38.963637,-76.446785,9.8,11.7,6.6,3.4,NaN,0.1,1.50E+02,2.5,-27.09,-91.98
4/9/2016,2016,38.963653,-76.446757,9.8,11.7,6.1,3.6,9.3,0.2,2.72E+02,1.7,-38.97,-136.76
4/9/2016,2016,38.963653,-76.446755,9.8,11.6,4.9,3.4,9.4,0.2,2.77E+02,1.6,-4.69,-71.76
4/9/2016,2016,38.963652,-76.446755,9.9,11.5,6.4,3.1,9.5,0.2,2.97E+02,1.8,21.7,-11.76
4/9/2016,2016,38.963635,-76.446757,9.9,11.6,6,3.5,9.6,0.4,3.18E+02,2.2,-44.68,-13.82
4/9/2016,2016,38.96364,-76.446768,9.9,11.7,7.1,5.3,9.5,0.4,3.17E+02,2.4,10.35,19.18
4/9/2016,2016,38.963653,-76.446757,9.8,11.7,7.5,5.6,9.6,0.3,326,2.1,5.6,49.21
4/9/2016,2016,38.963648,-76.44675,9.8,11.7,6.6,7.5,9.4,0.3,3.24E+02,2.4,50.71,75.31
4/9/2016,2016,38.963645,-76.446755,9.8,11.7,6.2,8.1,9.4,0.5,3.16E+02,2.4,-9.15,101.54
4/10/2016,2016,38.96365,-76.446753,9.8,11.7,5.8,8.5,9.3,NaN,NaN,NaN,46.42,35.57
4/10/2016,2016,38.963632,-76.446748,9.7,11.8,6,8.2,9.4,0.4,3.43E+02,2.3,57.92,28.34
4/10/2016,2016,38.963643,-76.446755,9.7,11.7,6.3,7.5,9.4,0.3,3.25E+02,2.1,1.26,-13.67
4/10/2016,2016,38.963642,-76.446752,9.6,11.4,8.5,5.4,9.7,0.3,3.22E+02,1.9,13.16,-61.49
4/10/2016,2016,38.96364,-76.446755,9.4,11.3,6.3,4.4,NaN,0.3,3.19E+02,1.8,16.7,-99.79
4/10/2016,2016,38.963642,-76.446763,9.4,11.3,6.8,4.8,9.6,0.3,3.22E+02,1.9,33.13,-68.57
4/10/2016,2016,38.96364,-76.446755,9.4,11.3,7.2,4.8,NaN,NaN,NaN,NaN,-22.09,-33.73
4/10/2016,2016,38.963643,-76.446763,9.3,11.4,7.5,NaN,NaN,0.2,3.16E+02,1.9,-28.66,-6.21
4/10/2016,2016,38.963637,-76.446765,9.3,11.4,7.2,NaN,NaN,0.2,3.38E+02,1.8,5.5,8.35
4/10/2016,2016,38.963645,-76.44677,NaN,11.4,6.3,4.9,9.6,0.2,3.39E+02,1.8,1.9,60.13
4/10/2016,2016,38.963645,-76.446762,9.2,11.5,7.5,4.2,9.6,0.2,4.51E+01,2.1,35.98,99.25
4/10/2016,2016,38.963648,-76.446772,8.8,9.9,2.9,6,9.5,0.1,1.56E+01,1.9,9.17,119.64
4/10/2016,2016,38.963648,-76.446768,8.9,9.3,2.7,6.4,9.6,0.1,1.91E+01,2,-14.3,142.28
4/10/2016,2016,38.963645,-76.446767,8.9,9.3,2.1,6.2,9.7,0.1,3.47E+02,1.9,6.84,95.23
4/10/2016,2016,38.963643,-76.446778,9.1,9.3,1.8,5.9,9.7,0.1,3.11E+01,2,-7.58,39.13
4/10/2016,2016,38.963645,-76.446785,9.5,9.4,1.7,5.4,9.7,0.1,9.54E+01,2.2,-4.09,18.62
4/10/2016,2016,38.963657,-76.446783,9.8,9.4,1.7,5,9.7,0.1,9.77E+01,2,7.8,-25.58
4/10/2016,2016,38.963663,-76.446798,9.9,9.5,1.9,4.7,9.8,0.1,1.48E+02,1.8,-19.07,-33.98
4/10/2016,2016,38.963673,-76.446793,9.9,9.7,2.9,4.4,9.9,0.2,1.77E+02,1.8,-23,-22.09
4/10/2016,2016,38.96369,-76.446802,10.1,9.8,3,4.2,9.9,0.3,1.84E+02,2,-49.37,-40.84
4/10/2016,2016,38.963693,-76.446793,10.2,9.9,3.9,4.1,10,0.3,1.74E+02,2.1,-77.33,2.6
