Time (UTC) (Dd-MMM-yyyy HH:mm:ss),Year,Latitude (Degrees East),Longitude (Degrees North),Temperature (Degrees Celsius),Salinity (practical salinity unit),Chlorophyll (Micrograms per Liter),Turbidity(Nephelometric Turbidity Units),Oxygen (millilitres O2 per liter),Significant wave height (meters),Wave from direction (Degrees clockwise from due north),Wave period (seconds),North surface currents (meters/second),East surface currents (meters/second)
8/6/2017,2017,38.963588,-76.446762,26.3,8.2,10,4.7,2.3,0.1,1.31E+02,2.1,-15.05,-25.9
8/6/2017,2017,38.96361,-76.446803,26.2,8.3,9.9,4.3,1.9,NaN,NaN,NaN,-56.22,19.39
8/6/2017,2017,38.963597,-76.446755,26.2,8.4,9.7,3.8,1.8,NaN,NaN,NaN,-33.19,54.31
8/6/2017,2017,38.963602,-76.446747,26.1,8.4,9.8,3.6,1.8,0.1,1.05E+02,1.9,-44.76,17.62
8/6/2017,2017,38.963582,-76.446753,26,8.4,10.7,3.7,1.9,0.1,6.39E+01,2.1,-32.33,21.95
8/6/2017,2017,38.963592,-76.446765,25.9,8.3,9.7,3.6,2,0.1,5.09E+01,2,-90.08,-31.65
8/7/2017,2017,38.963655,-76.44679,26.4,7.8,16.5,3.3,3.8,0.4,1.73E+02,2.6,4.15,70.15
8/7/2017,2017,38.96358,-76.446805,26.2,7.9,17.1,5.5,2,0.3,1.41E+02,2.3,-23.62,-94.15
8/7/2017,2017,38.963585,-76.446833,26,7.7,17.9,5.5,2.3,0.3,1.51E+02,2.4,-63.14,-93.01
8/7/2017,2017,38.963587,-76.446837,26,7.7,20.1,4.7,2.4,0.2,1.62E+02,2.6,-62.07,-114.83
8/7/2017,2017,38.963597,-76.446818,26.1,7.8,21.7,6,2.3,0.2,1.53E+02,2.6,-40.53,-110.08
8/7/2017,2017,38.963628,-76.446822,25.9,7.9,21.1,4.9,1.9,0.1,1.53E+02,2.7,-66.1,-90
8/7/2017,2017,38.963625,-76.446803,25.9,NaN,19.6,4,2.1,0.1,1.62E+02,2.4,-90.97,-22.92
8/7/2017,2017,38.9636,-76.44683,25.9,7.9,17.5,4,2.1,0.1,1.70E+02,2.7,-110.41,-52.25
8/7/2017,2017,38.96359,-76.446822,NaN,7.9,18.8,3.9,1.9,0.1,1.63E+02,2.3,-49.79,16.37
8/7/2017,2017,38.963565,-76.446813,25.9,7.9,14.8,4,2,0.2,9.43E+01,1.9,-20.8,33.1
8/7/2017,2017,38.963585,-76.446812,NaN,8,15,4.5,2.3,0.2,7.77E+01,2,-5.34,18.74
8/7/2017,2017,38.963565,-76.446788,25.9,8,NaN,4.7,2.2,0.2,76,1.9,10.94,25.22
8/7/2017,2017,38.963592,-76.44678,25.9,NaN,16.1,5.2,2.2,0.2,7.62E+01,2,33.14,3.34
8/8/2017,2017,38.963588,-76.446787,25.9,7.8,13.9,5,2.5,0.2,7.37E+01,2.1,-9.32,-41.79
8/8/2017,2017,38.96361,-76.4468,25.8,7.7,15.1,4.7,3.3,0.1,7.61E+01,2,25.5,-44.97
8/8/2017,2017,38.963642,-76.44678,25.7,7.7,15.8,4.4,2.9,0.1,7.81E+01,1.9,-7.32,-47.38
8/8/2017,2017,38.96358,-76.4468,25.8,7.8,16.3,4.7,2.6,NaN,NaN,NaN,-15.98,-6.51
8/8/2017,2017,38.963575,-76.446802,NaN,7.9,18,4.6,2.4,0.1,8.29E+01,1.9,-9.94,3.36
8/8/2017,2017,38.963588,-76.44681,25.7,7.9,13.3,4.9,2.1,NaN,NaN,NaN,-23.97,-9.51
8/8/2017,2017,38.963615,-76.446817,25.6,7.9,10.7,4.5,2.8,0.1,8.07E+01,1.9,-45.27,-8.98
8/8/2017,2017,38.963595,-76.446823,25.6,7.9,11,5.1,2.3,0.1,9.39E+01,2.3,-4.49,75.12
8/8/2017,2017,38.96362,-76.44679,25.6,7.9,12.4,4.5,2.1,0.1,8.43E+01,2.2,-21.78,100.31
8/8/2017,2017,38.963613,-76.446777,25.6,7.9,11.6,5.4,2.1,0.1,4.78E+01,1.8,-25.74,108.59
8/8/2017,2017,38.96361,-76.446792,25.3,7.9,8.4,3.5,1.9,0.1,5.58E+01,1.9,-47.85,106.91
8/8/2017,2017,38.963633,-76.446817,25.2,7.7,7.1,3,1.8,0.1,6.91E+01,2.3,-50.96,85.64
8/8/2017,2017,38.963577,-76.446792,25.2,7.6,7.9,2.9,2.5,NaN,NaN,NaN,-34.84,24.65
8/8/2017,2017,38.963582,-76.446798,25.2,7.6,8.4,2.9,1.9,0.2,113,2.1,1.08,-2.7
8/8/2017,2017,38.963577,-76.44683,25.2,7.6,8.9,3,2.5,0.2,8.98E+01,2.2,-3.86,-34.91
8/8/2017,2017,38.963587,-76.44681,25.2,7.7,9.6,3,2.5,0.2,7.01E+01,2,-17.66,-60.41
8/8/2017,2017,38.963598,-76.446808,25.5,7.8,14.9,5.5,2.2,0.2,6.61E+01,2,-10.71,-46.47
8/8/2017,2017,38.963603,-76.446783,25.4,7.8,15.3,6.6,NaN,0.2,9.62E+01,1.9,-7.87,-52.57
8/8/2017,2017,38.963592,-76.446818,25.6,7.8,17.1,5.7,2.6,0.1,3.59E+01,1.9,-9.19,16.88
8/8/2017,2017,38.963603,-76.446822,25.9,7.8,NaN,5,NaN,0.2,113,1.9,-13.62,64.91
8/8/2017,2017,38.963607,-76.446797,25.9,7.8,NaN,4.9,5,0.2,7.84E+01,2,29.22,127.77
8/8/2017,2017,38.963615,-76.44679,25.8,7.8,NaN,4.6,4.7,0.1,6.64E+01,2,76.04,142.79
8/8/2017,2017,38.963615,-76.446763,25.6,7.8,NaN,6.5,4.4,0.2,157,2.1,94.49,143.65
8/8/2017,2017,38.963637,-76.446763,NaN,7.4,NaN,4.5,5.3,0.2,3.12E+02,2.1,103.74,113.07
8/9/2017,2017,38.963627,-76.446777,25.5,7.2,NaN,3.7,5,0.1,7.99E+01,2.1,73.05,92.76
8/9/2017,2017,38.963638,-76.446778,25.4,7.1,10.9,3,4.7,0.1,2.75E+01,2.1,19.89,23.19
8/9/2017,2017,38.963658,-76.446758,25.3,7.2,9.3,2.9,3.9,0.1,1.11E+02,1.9,-50.25,-7.86
8/9/2017,2017,38.963615,-76.446757,25.4,7.3,11.3,3.5,4.2,0.1,82,2,-17.46,-44.61
8/9/2017,2017,38.963615,-76.446783,25.4,7.3,10.6,3.3,4.2,0,8.95E+01,2,-16.03,-54.32
8/9/2017,2017,38.963622,-76.4468,25.4,7.3,9.8,3.1,3.6,0.1,8.79E+01,2.4,-2.41,-21.95
8/9/2017,2017,38.963638,-76.446802,25.3,7.3,10.3,3.2,2.7,0,1.44E+02,2,-48.86,-13.07
8/9/2017,2017,38.963627,-76.446783,25.3,7.4,9.8,3.2,3.2,0,1.27E+02,1.9,-25.34,27.76
8/9/2017,2017,38.963647,-76.446775,25.3,7.4,9.9,3,4.4,0,99,1.8,-55.02,58.01
8/9/2017,2017,38.96364,-76.446773,25.2,7.5,10.8,3,NaN,0,1.36E+02,2.2,-17.61,6.99
8/9/2017,2017,38.963632,-76.446768,25.2,7.6,11.2,3.7,3.1,0.1,8.88E+01,2.2,-61.19,79.28
8/9/2017,2017,38.963665,-76.446808,25.3,7.7,12.8,5,2.5,0.1,8.23E+01,2,-22.37,7.31
8/9/2017,2017,38.963597,-76.446765,25.2,7.7,12.7,3.7,1.9,0.1,3.13E+02,2.3,-25.77,18.82
8/9/2017,2017,38.963592,-76.4468,25.3,NaN,16.2,4.3,2.4,0.1,125,2.1,-43.86,-78.66
8/9/2017,2017,38.963578,-76.446805,25.5,7.6,12.4,4,NaN,0.1,1.46E+02,2.1,-43.94,-122.76
8/9/2017,2017,38.963595,-76.446793,25.9,7.6,9.8,3.8,NaN,0.1,1.51E+02,2.2,-91.54,-104.8
8/9/2017,2017,38.963632,-76.446813,26.1,4.9,13.6,4.5,4.2,NaN,NaN,NaN,-27.18,-109.8
8/9/2017,2017,38.963627,-76.4468,26.5,7.6,14.7,4.3,NaN,0.1,2.40E+02,2.1,-23.56,-31.96
8/10/2017,2017,38.963615,-76.44681,26.7,7.5,NaN,3.9,11.5,0.1,1.54E+02,2.4,-11.49,-38.32
8/10/2017,2017,38.963628,-76.446793,27,7.6,13.8,2.9,11.4,0.1,1.80E+02,2.1,8.44,-40.87
8/10/2017,2017,38.963592,-76.446815,27.8,7.4,10.3,NaN,11.3,NaN,NaN,NaN,-31.92,-31.88
8/10/2017,2017,38.96361,-76.44681,28.1,7.5,13.2,2.7,11.2,0.1,2.24E+02,2.1,-62.54,28.12
8/10/2017,2017,38.963605,-76.446797,28.6,7.5,NaN,3.5,11.1,0.1,1.42E+02,2.1,-80.57,74.88
8/10/2017,2017,38.963643,-76.446812,27.6,7.2,NaN,4.3,11.3,0.1,1.88E+02,2.1,28.79,125.47
8/10/2017,2017,38.963622,-76.446777,27.4,7.4,NaN,6.9,11.4,0.1,2.09E+02,2.1,28.07,81.17
8/10/2017,2017,38.963632,-76.446775,27.1,7.1,NaN,4.1,11.4,NaN,NaN,NaN,20.29,78.17
8/11/2017,2017,38.963618,-76.446775,27,7.3,NaN,5.7,11.4,0.1,2.66E+01,2,27.04,43.4
8/11/2017,2017,38.96365,-76.44676,26.9,7.4,23.4,3.6,11.5,0.2,1.85E+02,1.9,10.07,50.56
8/11/2017,2017,38.96365,-76.446752,26.8,7.4,22.9,3,11.5,0.1,1.82E+02,2,-14.5,-29.61
8/11/2017,2017,38.963607,-76.44676,26.7,7.4,22.5,2.9,11.5,0.1,1.69E+02,2.1,1.94,-16.68
8/11/2017,2017,38.963618,-76.446783,26.6,7.4,22.6,2.9,11.5,0.1,1.59E+02,2,-21.04,-101.72
8/11/2017,2017,38.963633,-76.446793,26.6,NaN,25,3.3,NaN,0.3,1.74E+02,2.4,-27.35,-77.49
8/11/2017,2017,38.963635,-76.446813,26.6,7.4,25.4,3.3,NaN,0.3,1.69E+02,2.8,-27.26,-67.15
8/11/2017,2017,38.963627,-76.44679,26.6,7.4,24.2,3.4,11.5,0.2,169,2.7,-42.57,-27.85
8/11/2017,2017,38.963653,-76.446785,26.5,7.5,25.4,3.5,11.5,0.2,1.76E+02,2.4,-37.94,2.68
8/11/2017,2017,38.96364,-76.446777,26.3,NaN,24.6,3.4,11.1,0.2,1.81E+02,2.2,-21.61,-0.45
8/11/2017,2017,38.963638,-76.446785,26.3,7.5,23.9,3.1,10.9,0.3,1.76E+02,2.4,23.86,40.73
8/11/2017,2017,38.963647,-76.446817,26.2,7.5,25.2,3,10.6,0.3,1.68E+02,2.5,-5.55,66.35
8/11/2017,2017,38.963613,-76.446793,26.1,7.5,28.2,3,10.9,0.2,1.63E+02,2.5,-56.22,99.87
8/11/2017,2017,38.963622,-76.446775,26.2,7.6,28.9,3.1,11.5,0.2,163,2.4,-49.07,44.26
8/11/2017,2017,38.963633,-76.4468,26.3,7.6,30.3,3.3,11.6,0.2,1.56E+02,2.1,-8.48,-36.67
8/11/2017,2017,38.963623,-76.446778,26.5,7.7,NaN,4.4,11.5,0.2,1.99E+02,2.2,-21.7,-90.79
8/11/2017,2017,38.963637,-76.446793,26.7,7.6,NaN,4.1,11.5,0.2,1.60E+02,2.3,-33.39,-124.56
8/11/2017,2017,38.963643,-76.44676,26.7,7.7,26.1,4.2,NaN,0.2,1.74E+02,2.3,-71.99,-75.29
8/11/2017,2017,38.963633,-76.446787,26.6,7.8,23.1,3.8,11.2,NaN,NaN,NaN,-55.65,-83.15
8/11/2017,2017,38.963628,-76.446792,26.7,NaN,25.1,3.9,11.4,0.4,1.71E+02,2.3,-45.03,-42.56
8/11/2017,2017,38.963633,-76.446792,26.7,7.9,22.7,3.8,11.4,0.4,1.72E+02,2.4,-40.05,7.04
8/11/2017,2017,38.963663,-76.446783,26.7,8,24.9,3.4,11.4,0.5,1.83E+02,2.5,21.45,77.96
8/11/2017,2017,38.963643,-76.44678,26.4,8.3,21,3,NaN,0.5,1.80E+02,2.5,54.86,85.49
8/11/2017,2017,38.963688,-76.446797,26.2,8.6,16.9,3,8.5,0.6,1.68E+02,2.7,37.86,101.16
8/12/2017,2017,38.963682,-76.446792,26.1,9,21.3,4,7.8,0.4,1.65E+02,2.6,43.51,94.12
8/12/2017,2017,38.96371,-76.446787,26.1,9.2,18.7,3.9,7.5,NaN,NaN,NaN,0.23,43.73
8/12/2017,2017,38.96372,-76.446783,26,9.1,18.5,3.8,7.5,0.4,1.66E+02,2.4,-38.83,-44.46
8/12/2017,2017,38.963657,-76.446805,26.1,8.9,17,3.6,7.7,0.3,1.61E+02,2.4,-62.97,-102.09
8/12/2017,2017,38.96365,-76.446825,26,8.3,16.6,3.6,8.7,0.3,1.69E+02,2.3,-77.91,-146.27
8/12/2017,2017,38.963658,-76.446813,26,8.2,16.7,3.3,8.9,0.2,1.61E+02,2.5,-177.53,-120.66
8/12/2017,2017,38.963662,-76.44685,26.1,8.1,16.4,3.5,9.1,0.1,165,2.5,-111.46,-90.15
8/12/2017,2017,38.963657,-76.446812,26,8,20.5,5.4,8.4,0.1,1.71E+02,2.6,-74.82,-116.5
8/12/2017,2017,38.963675,-76.446812,25.9,8,21.1,4.7,8.3,NaN,NaN,NaN,-74.26,-86.55
8/12/2017,2017,38.96366,-76.446812,25.9,8,16.1,4.3,8.3,0.1,147,2.6,-69.6,-49.49
8/12/2017,2017,38.96367,-76.446817,25.8,8.2,15.7,4,8,0.1,1.45E+02,2.3,-116.6,37.88
8/12/2017,2017,38.963675,-76.44684,25.7,8.2,17.5,3.7,8,0.1,165,2.4,-63.1,48.52
8/12/2017,2017,38.963658,-76.446815,25.7,8.1,NaN,4,8.3,NaN,NaN,NaN,-14.9,88.29
8/12/2017,2017,38.963667,-76.446832,25.8,8.2,23.4,3.8,8.4,0.1,164,2.2,-7.21,41.13
8/12/2017,2017,38.963653,-76.446825,26,8.2,23.3,3.7,8.4,0.1,1.65E+02,2.2,-37.96,-2.36
8/12/2017,2017,38.963647,-76.446803,26.4,7.9,NaN,4,NaN,0.1,1.92E+02,2.3,-25.15,-14.67
8/12/2017,2017,38.963667,-76.446797,26.6,8.1,NaN,4.4,NaN,0.2,2.10E+02,2.4,3.43,-86.65
8/12/2017,2017,38.96366,-76.446798,26.6,8.2,20.9,4.3,8.9,0.2,4.18E+01,2.3,-38.64,-108.49
8/12/2017,2017,38.963653,-76.446833,26.7,8.6,22.1,3.8,9.9,0.2,1.67E+02,2.2,-36.42,-87.86
8/12/2017,2017,38.96365,-76.446815,27.2,8.6,24.1,3.5,NaN,0.2,2.67E+02,2.1,-41.52,-78.7
8/12/2017,2017,38.96367,-76.446807,27.1,8.5,29.4,3.9,11.3,NaN,NaN,NaN,-51.65,-79.06
8/12/2017,2017,38.963673,-76.44681,27,NaN,28.6,4.1,11.3,0.2,1.82E+02,2,-34.4,-35.08
8/12/2017,2017,38.963663,-76.446792,27.3,8.4,27.4,4.1,11.3,0.2,180,2.1,-33.07,-15.26
8/12/2017,2017,38.963685,-76.446788,27.1,8.4,NaN,3.7,11,0.2,1.73E+02,2,-9.07,-15.19
8/13/2017,2017,38.963688,-76.446793,26.8,8.5,17.1,3.2,10.3,0.3,1.79E+02,2.1,-5.03,38.14
8/13/2017,2017,38.963647,-76.446753,26.4,8.8,13.9,3.3,NaN,0.3,2.34E+02,2.3,-11.05,73.35
8/13/2017,2017,38.963665,-76.446777,26.4,8.7,13.6,3.1,8.8,0.1,1.49E+02,2.4,-47.08,26.27
8/13/2017,2017,38.963643,-76.446748,26.4,8.6,13.1,3.1,9,0.1,1.46E+02,2.2,-70.32,-30.57
8/13/2017,2017,38.963633,-76.446775,26.4,NaN,15.8,3.8,8.7,0.1,1.66E+02,2.3,-14.77,-58.9
8/13/2017,2017,38.96365,-76.44678,26.5,8.3,NaN,4.9,8.7,0.1,1.62E+02,2.3,-89.32,-112
8/13/2017,2017,38.963653,-76.446792,26.4,8.3,NaN,5.8,8.6,0.1,1.53E+02,2.2,-70.81,-123.94
8/13/2017,2017,38.963648,-76.446765,26.3,8.4,35.1,7,7.7,0.1,1.66E+02,1.6,-3.65,-135.08
8/13/2017,2017,38.963653,-76.446772,26.3,8.5,NaN,6.3,7.6,0.1,3.45E+02,1.6,-39.26,-110.74
8/13/2017,2017,38.96364,-76.446767,26.2,8.6,NaN,5,7.8,0.1,3.25E+02,1.6,-115.82,-50.51
8/13/2017,2017,38.963643,-76.446777,26,8.8,16.5,5,7.2,0.2,3.45E+02,1.8,-40.79,-3.37
8/13/2017,2017,38.96364,-76.446802,25.9,8.9,17,NaN,6.8,0.1,2.89E+01,1.9,-39.76,58.78
8/13/2017,2017,38.963623,-76.446765,25.9,9,17.4,4.7,NaN,NaN,NaN,NaN,-0.27,76.96
8/13/2017,2017,38.963648,-76.44679,NaN,9,19.2,4.4,7.1,0.2,1.31E+01,2,11.85,75.99
8/13/2017,2017,38.963647,-76.446783,25.9,NaN,18.7,4.3,7.3,0.2,100,2.1,-4.45,67.58
8/13/2017,2017,38.963653,-76.44679,26.1,9,23.5,4.4,8.1,0.2,8.95E+01,2.2,28.56,49.12
8/13/2017,2017,38.963663,-76.446767,26.8,8.6,NaN,5.2,NaN,0.3,154,2.2,37.86,-11.8
8/13/2017,2017,38.963647,-76.44677,26.8,8.6,NaN,4.6,9.7,0.3,1.61E+02,2.3,24.31,-7.57
8/13/2017,2017,38.963625,-76.446805,27,8.6,NaN,4.4,9.3,0.3,1.66E+02,2.2,10.21,-2.26
8/13/2017,2017,38.963627,-76.44681,26.9,8.9,NaN,4.9,9.7,0.3,1.58E+02,2.1,31.16,-39.69
8/13/2017,2017,38.963638,-76.446822,27,9,NaN,5.1,8.9,0.3,1.29E+02,2.1,-4.47,-23.63
8/13/2017,2017,38.963648,-76.446832,26.8,8.7,NaN,4.2,NaN,NaN,NaN,NaN,-35.12,52.67
8/13/2017,2017,38.96363,-76.446802,26.6,8.6,NaN,3.8,10.1,0.3,2.47E+02,2.2,-79.11,85.54
8/13/2017,2017,38.96365,-76.446807,26.6,8.5,NaN,4.1,11.4,0.2,2.19E+02,2.1,-47.8,134.42
8/14/2017,2017,38.963663,-76.446783,26.8,8.5,NaN,3.9,10.7,0.2,178,2,53.7,150.75
8/14/2017,2017,38.963683,-76.446783,26.5,8.2,20.3,3.5,10.7,0.1,1.50E+02,2,3.16,136.37
8/14/2017,2017,38.963673,-76.446787,26.3,8.1,NaN,3.1,10,NaN,NaN,NaN,-14.52,125.55
8/14/2017,2017,38.963648,-76.446783,26.2,8,11.7,2.9,9.4,0.1,8.04E+01,2,-76.16,65.97
8/14/2017,2017,38.963655,-76.44681,26.4,8.2,13.2,2.9,9.9,0,1.00E+02,2,-70.42,-12.89
8/14/2017,2017,38.963668,-76.44684,26.3,NaN,14.6,3.1,9.7,NaN,NaN,NaN,-1.33,-84.98
8/14/2017,2017,38.963658,-76.44686,26.3,8.2,14.2,3.3,9.4,0,8.19E+01,1.9,-26.7,-77.53
8/14/2017,2017,38.963667,-76.446795,26.3,NaN,13.8,3.5,9.1,0,96,1.8,45.66,-96.15
8/14/2017,2017,38.963677,-76.446798,26.3,8.2,14.1,3.6,8.9,0.1,1.35E+02,3,89.84,-100.19
8/14/2017,2017,38.963657,-76.446798,26.2,8.2,12.8,3.1,8.7,0,155,3.1,-99.37,7.89
8/14/2017,2017,38.963665,-76.446815,26.1,8.2,11.9,NaN,8.7,0,6.46E+01,2.4,-37.84,21.53
8/14/2017,2017,38.963675,-76.446837,26.2,8.3,NaN,3.4,8.6,0.1,1.39E+02,1.9,-21.33,83.4
8/14/2017,2017,38.963647,-76.446807,26.2,8.3,20.3,3.8,NaN,0.1,9.75E+01,1.8,-21.35,71.08
8/14/2017,2017,38.963653,-76.446825,26.1,8.2,21.5,4,8.8,0.1,9.66E+01,1.8,35.12,96.48
8/14/2017,2017,38.963672,-76.446818,26.3,8.3,NaN,4.2,9.8,0.1,1.89E+02,2.1,69.09,88.93
8/14/2017,2017,38.963707,-76.446805,26.2,8.1,NaN,4.3,10.8,0.1,4.89E+01,2.3,51.23,74.2
8/14/2017,2017,38.963693,-76.446797,NaN,8.2,NaN,4,10.2,0.1,75,2.1,11.46,33.43
8/14/2017,2017,38.963682,-76.446807,26.3,8.2,NaN,3.9,9.7,0.1,8.47E+01,2.2,33.36,-12.8
8/14/2017,2017,38.963663,-76.446808,26.5,NaN,NaN,4.4,NaN,NaN,NaN,NaN,-24.27,-38.4
8/14/2017,2017,38.963612,-76.446815,26.7,NaN,NaN,5.4,11.4,0.1,1.30E+02,2.2,-17.35,-51.4
8/14/2017,2017,38.963637,-76.446798,26.6,8.2,NaN,3.9,11.5,NaN,NaN,NaN,42.78,-56.48
8/14/2017,2017,38.963633,-76.446802,26.5,8.2,NaN,4.3,11.5,0.1,1.05E+02,2.1,27.25,-69.82
8/14/2017,2017,38.96361,-76.446783,26.4,8.2,NaN,3.9,11.5,0.1,2.09E+02,2.2,-21.98,-23.88
8/14/2017,2017,38.96366,-76.446807,26.4,7.9,NaN,3.8,11.5,0.1,1.90E+02,2,-45.89,47.72
8/15/2017,2017,38.963668,-76.446803,26.2,7.8,NaN,4.2,11,0.1,3.32E+02,1.9,-121.41,38.75
8/15/2017,2017,38.963715,-76.446775,26.1,7.8,NaN,3.4,10.3,0.1,3,1.9,-65.4,63.85
8/15/2017,2017,38.96368,-76.446798,26,7.7,13.2,3,9.8,0.1,6.77E+01,1.6,10.34,130.79
8/15/2017,2017,38.963657,-76.446803,26.1,7.7,12.2,3.3,9.3,0.2,1.31E+02,1.7,15.59,73.36
8/15/2017,2017,38.963667,-76.446822,26.1,7.8,12.8,3.9,8.7,0.2,143,1.7,68.63,95.27
8/15/2017,2017,38.963708,-76.446805,26.1,7.9,13.8,5.1,8.5,0.2,1.53E+02,1.9,-58.13,-3.99
8/15/2017,2017,38.96369,-76.44684,26.1,7.9,13.3,5.3,8.5,0.3,1.57E+02,2.2,-22.2,-48.48
8/15/2017,2017,38.963673,-76.446818,NaN,7.9,13.3,5.4,8.4,0.2,1.69E+02,2.1,-40.93,-68.67
8/15/2017,2017,38.963678,-76.446815,26.1,7.9,12.8,5.8,8.1,0.1,1.73E+02,2,-70.06,-65.95
8/15/2017,2017,38.963672,-76.446817,26.1,7.9,13.8,6.3,8.2,0.1,1.78E+02,2,8.55,-8.34
8/15/2017,2017,38.963678,-76.446863,NaN,7.9,15.7,5.7,8.1,0.1,1.38E+02,2.1,-35.8,-40.39
8/15/2017,2017,38.963668,-76.446835,26.1,7.9,16.1,5.5,7.7,0.1,1.46E+02,1.8,-36.65,10.49
8/15/2017,2017,38.96365,-76.446815,NaN,8,17.6,6,7.1,0.1,1.49E+02,1.8,-46.42,5.06
8/15/2017,2017,38.963667,-76.446835,26,NaN,17.5,5.5,7.1,0.1,1.82E+02,1.9,-30.1,54.08
8/15/2017,2017,38.963687,-76.446832,26,8,19.7,5,7.2,0.1,2.01E+02,2,-4.78,64.56
8/15/2017,2017,38.963695,-76.446817,26,8,19.2,5,7.4,NaN,NaN,NaN,69,41.92
8/15/2017,2017,38.963697,-76.4468,26,8,14.4,4.7,7.4,0.1,1.52E+02,2,25.65,43.89
8/15/2017,2017,38.963667,-76.446803,26.1,8.1,12.7,5,7.3,0.1,2.09E+02,2.1,-23.83,-11.22
8/15/2017,2017,38.963667,-76.446812,26.2,8.1,16.9,5.1,7.7,0.1,1.72E+02,1.9,-9.43,-48.06
8/15/2017,2017,38.963635,-76.44682,26.2,8,NaN,5.1,8.3,0.1,1.48E+02,1.9,-52.56,-14.45
8/15/2017,2017,38.963632,-76.446815,26.3,8,NaN,5.9,9,0.1,2.05E+02,1.9,-55.24,-49.75
8/15/2017,2017,38.963623,-76.446808,26.3,7.9,NaN,5.6,9.1,NaN,NaN,NaN,-30.48,-88.06
8/15/2017,2017,38.963652,-76.446792,26.3,7.9,NaN,5.4,NaN,NaN,NaN,NaN,-57.4,-45.99
8/15/2017,2017,38.96365,-76.446812,26.3,7.8,NaN,4,10.2,0.1,2.26E+02,2.1,-63.47,12.63
8/16/2017,2017,38.96366,-76.446812,26.1,7.9,NaN,4.1,NaN,0.1,9.33E+01,2,-57.58,96.13
8/16/2017,2017,38.963698,-76.446783,26.1,8,10.3,4.7,7.8,0.1,9.65E+01,1.9,38.58,141.27
8/16/2017,2017,38.963672,-76.44679,NaN,8,9.9,4.3,7.9,0.1,8.07E+01,1.8,6.87,159.15
8/16/2017,2017,38.963662,-76.446788,26.1,7.9,10.4,3.4,8.1,NaN,NaN,NaN,18.56,134.71
8/16/2017,2017,38.963665,-76.446815,26,8,8,4,7.6,0.1,2.03E+02,2.2,-1.43,113.88
8/16/2017,2017,38.963675,-76.446818,26,7.7,9.6,2.9,8.2,0.1,9.25E+01,2.6,39.61,67.76
8/16/2017,2017,38.963677,-76.446818,26,7.8,9.1,3.1,8,0.1,2.21E+02,2.3,52.29,8.35
8/16/2017,2017,38.963662,-76.4468,25.9,7.8,8.8,3.1,7.8,0,1.43E+02,2,7.23,-82.68
8/16/2017,2017,38.963673,-76.446803,25.9,7.8,9.3,3.2,7.6,NaN,NaN,NaN,6.97,-79.7
8/16/2017,2017,38.963648,-76.446805,25.9,7.8,10.6,3.2,7.5,0,1.00E+02,1.9,-23.09,-57.17
8/16/2017,2017,38.963668,-76.446815,25.9,7.8,11.6,3.7,7.4,0.1,3.09E+02,2.2,-19.7,-59.31
8/16/2017,2017,38.963665,-76.446825,25.9,7.8,NaN,4.5,7.3,0.1,1.09E+02,2.1,-27.13,-51.07
8/16/2017,2017,38.963652,-76.446805,25.9,7.9,17.8,3.6,7.3,0.1,1.34E+02,2.2,-39.91,69.5
8/16/2017,2017,38.96365,-76.446838,25.9,8,NaN,3.6,7.4,0.1,2.13E+02,2.2,-56.74,-13.52
8/16/2017,2017,38.963653,-76.446822,26.1,7.9,28.8,4.3,8.1,0.1,2.93E+02,2.2,75.13,104.91
8/16/2017,2017,38.963687,-76.44681,26.8,7.9,NaN,4.5,9.1,0.1,2.88E+02,2.3,1.03,150.02
8/16/2017,2017,38.963712,-76.446792,26.8,7.5,NaN,4.1,10.4,0.2,3.04E+02,2.3,57.74,128.14
8/16/2017,2017,38.963688,-76.446807,27,7.2,NaN,3,9.5,0.2,1.12E+02,2.3,80.39,96.21
8/16/2017,2017,38.963693,-76.446803,27.6,7.2,NaN,2.7,9.8,0.1,1.55E+02,2.1,44.69,41.03
8/16/2017,2017,38.963625,-76.446837,27.6,7.4,NaN,3.7,NaN,0.2,2.01E+02,2.2,28.52,-1.69
8/16/2017,2017,38.963663,-76.44682,28.2,7.6,NaN,4.1,11.2,NaN,NaN,NaN,33.73,-16.13
8/16/2017,2017,38.963682,-76.446793,28,7.6,NaN,3.9,11.2,0.1,2.37E+02,2.2,20.65,-37.72
8/16/2017,2017,38.963637,-76.446767,27.7,7.6,NaN,3.9,11.3,0.2,2.24E+02,2.3,12.96,-24.01
8/16/2017,2017,38.963665,-76.446795,27.7,7.7,44.2,3.9,11.3,NaN,NaN,NaN,-13.18,-35.07
8/17/2017,2017,38.963667,-76.4468,27.3,7.7,NaN,3.3,11.3,0.1,1.15E+02,2,-53.62,-28.43
8/17/2017,2017,38.963713,-76.446782,27.7,7.5,17.4,2.9,11.3,NaN,NaN,NaN,-58.82,57.07
8/17/2017,2017,38.963682,-76.446785,27.4,7.6,12.2,2.8,11.3,0.1,2.53E+02,2,4.6,114.89
8/17/2017,2017,38.963663,-76.446785,27.2,NaN,11,2.6,11.4,0.1,143,2.1,26.96,130.38
8/17/2017,2017,38.963668,-76.446808,NaN,7.4,9.7,2.6,10.6,0.1,1.22E+02,1.8,-5.3,75.81
8/17/2017,2017,38.963693,-76.446815,26.9,7.4,7.6,2.6,NaN,NaN,NaN,NaN,-16.11,70.98
